#	sample	cell	Sts_score	comments_unified	comments_ADS	final	medbin	mapped	suppl	dupl	mapq	read2	good	pass1	nb_p	nb_r	nb_a	hgsvc_sample	lib_id
41	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20442	0.0	over_BrdU	large_gaps_-_2x_BrdU	0	14	715348	344	226925	43066	222076	222937	1	0.31303	6.97525	0.1	NA12329	02PE20442
42	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20443	0.0	low_Q	low_Q	0	1	81060	47	5299	6013	34768	34933	0	0.0	0.0	0.0	NA12329	02PE20443
43	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20444	1.0	good	no_comments_made	1	16	759056	392	207567	53399	248460	249238	1	0.31303	7.7812	0.1	NA12329	02PE20444
44	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20445	1.0	good	no_comments_made	1	24	1171729	594	343985	81885	372041	373224	1	0.31303	11.6487	0.1	NA12329	02PE20445
45	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20446	1.0	good	no_comments_made	1	6	295610	181	48179	21448	112701	113101	1	0.31303	3.52569	0.1	NA12329	02PE20446
46	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20447	1.0	good	no_comments_made	1	27	1304550	680	395657	87927	409184	411102	1	0.31303	12.8425	0.1	NA12329	02PE20447
47	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20448	0.0	wgs	wgs	0	74	4106765	2965	1735975	215887	1073912	1078026	1	0.31303	33.7338	0.1	NA12329	02PE20448
48	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20449	0.0	under_BrdU	incomple_BrdU	0	19	900013	447	256553	58736	291650	292627	1	0.31303	9.1461	0.1	NA12329	02PE20449
49	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20450	1.0	good	no_comments_made	1	20	925078	402	237570	65709	310135	311262	1	0.31303	9.72927	0.1	NA12329	02PE20450
50	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20451	1.0	good	no_comments_made	1	21	1046524	497	327742	70762	323220	324303	1	0.31303	10.1268	0.1	NA12329	02PE20451
51	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20452	0.5	OK	just_ok	1	15	705844	393	197468	47753	229793	230437	1	0.31303	7.19443	0.1	NA12329	02PE20452
52	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20453	1.0	good	no_comments_made	1	7	372068	124	112570	24668	116777	117929	1	0.31303	3.6923	0.1	NA12329	02PE20453
53	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20454	1.0	good	no_comments_made	1	9	464545	237	129781	32116	150985	151426	1	0.31303	4.7266	0.1	NA12329	02PE20454
54	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20455	0.0	wgs	wgs	0	47	2782199	1858	1239877	148097	694900	697467	1	0.31303	21.809	0.1	NA12329	02PE20455
55	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20456	0.0	wgs	wgs	0	74	4162138	2610	1796828	213557	1072125	1077018	1	0.31303	33.6929	0.1	NA12329	02PE20456
56	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20457	1.0	good	no_comments_made	1	25	1277501	626	424979	88438	381160	382298	1	0.31303	11.9268	0.1	NA12329	02PE20457
57	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20458	0.5	OK	just_ok	1	16	805884	417	255657	57388	245806	246616	1	0.31303	7.69507	0.1	NA12329	02PE20458
58	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20459	1.0	good	no_comments_made	1	21	1005946	478	286298	70275	323917	324978	1	0.31303	10.1514	0.1	NA12329	02PE20459
59	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20460	1.0	good	no_comments_made	1	20	961173	494	261628	66234	315900	316917	1	0.31303	9.89676	0.1	NA12329	02PE20460
60	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20461	1.0	good	no_comments_made	1	18	927870	536	305603	63059	278438	280234	1	0.31303	8.75117	0.1	NA12329	02PE20461
61	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20462	1.0	good	no_comments_made	1	18	898849	494	273305	63178	280499	281373	1	0.31303	8.77923	0.1	NA12329	02PE20462
62	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20463	1.0	good	no_comments_made	1	19	917306	435	261709	62117	295961	297084	1	0.31303	9.27931	0.1	NA12329	02PE20463
63	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20464	0.0	over_BrdU	large_gaps_-_2x_BrdU	0	65	2960997	1591	999449	148102	903995	907860	1	0.31303	28.4655	0.1	NA12329	02PE20464
64	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20465	1.0	good	no_comments_made	1	18	878890	461	271745	60506	272509	273669	1	0.31303	8.5447	0.1	NA12329	02PE20465
65	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20466	0.0	over_BrdU	large_gaps_-_2x_BrdU	0	19	968181	405	320145	67131	289679	290821	1	0.31303	9.09211	0.1	NA12329	02PE20466
66	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20467	1.0	good	no_comments_made	1	23	1141701	549	358737	77026	352162	353227	1	0.31303	11.0261	0.1	NA12329	02PE20467
67	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20468	1.0	good	no_comments_made	1	26	1226915	611	358858	85290	390345	391811	1	0.31303	12.2307	0.1	NA12329	02PE20468
68	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20469	1.0	good	no_comments_made	1	27	1265688	672	348213	88173	413610	415020	1	0.31303	12.9638	0.1	NA12329	02PE20469
69	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20470	1.0	good	no_comments_made	1	12	534923	225	134950	36001	181544	182203	1	0.31303	5.69203	0.1	NA12329	02PE20470
70	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20471	0.0	over_BrdU	large_gaps_-_2x_BrdU_(and_bg)	0	42	2007112	1465	669527	107620	613008	615492	1	0.31303	19.259	0.1	NA12329	02PE20471
71	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20472	0.0	wgs	100c?_Wgs	0	91	5194006	3302	2330130	243667	1305899	1311008	1	0.31303	41.0345	0.1	NA12329	02PE20472
72	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20473	1.0	good	no_comments_made	1	24	1190309	656	362869	83661	370936	372187	1	0.31303	11.615	0.1	NA12329	02PE20473
73	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20474	1.0	good	no_comments_made	1	24	1191277	656	369245	83357	368422	369597	1	0.31303	11.5327	0.1	NA12329	02PE20474
74	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20475	0.0	under_BrdU	incomple_BrdU	0	14	694066	334	214983	47078	215489	216182	1	0.31303	6.75137	0.1	NA12329	02PE20475
75	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20476	1.0	good	no_comments_made	1	21	996314	430	274723	70095	324821	326245	1	0.31303	10.1885	0.1	NA12329	02PE20476
76	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20477	1.0	good	no_comments_made	1	23	1122992	601	340394	79490	350670	351837	1	0.31303	10.9757	0.1	NA12329	02PE20477
77	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20478	0.5	OK	just_ok	1	11	552782	225	157461	36251	179128	179717	1	0.31303	5.61918	0.1	NA12329	02PE20478
78	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20479	0.0	wgs	wgs	0	72	4140026	2842	1834080	207914	1045532	1049658	1	0.31303	32.8363	0.1	NA12329	02PE20479
79	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20480	0.0	wgs	wgs	0	17	970712	617	449745	30866	244317	245167	1	0.31303	7.67791	0.1	NA12329	02PE20480
80	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20481	1.0	good	no_comments_made	1	18	865094	369	255766	57455	275321	276183	1	0.31303	8.62502	0.1	NA12329	02PE20481
81	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20482	0.0	low_Q	low_Q	0	7	357073	271	81896	21990	126178	126738	1	0.31303	3.95421	0.1	NA12329	02PE20482
82	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20483	0.0	low_Q	bg	0	52	2781117	1900	1104935	141164	765216	767902	1	0.31303	24.0222	0.1	NA12329	02PE20483
83	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20484	1.0	good	loss_of_chr1_arm_but_OK	1	27	1311484	679	420099	87436	400974	402296	1	0.31303	12.5608	0.1	NA12329	02PE20484
84	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20485	1.0	good	no_comments_made	1	23	1190663	611	395569	79939	356728	357816	1	0.31303	11.1743	0.1	NA12329	02PE20485
85	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20486	1.0	good	no_comments_made	1	11	557906	246	166776	35176	177484	178224	1	0.31303	5.56289	0.1	NA12329	02PE20486
86	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20487	1.0	OK	some_bg	1	70	3464284	1901	1249708	179924	1014271	1018480	1	0.31303	31.8738	0.1	NA12329	02PE20487
87	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20488	0.0	wgs	wgs	0	71	3687676	2339	1446030	184935	1025362	1029010	1	0.31303	32.1964	0.1	NA12329	02PE20488
88	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20489	1.0	good	no_comments_made	1	35	1707941	894	522333	118619	532078	534017	1	0.31303	16.6679	0.1	NA12329	02PE20489
89	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20490	0.0	wgs	wgs	0	87	2916411	1525	80781	219613	1304779	1309713	1	0.31303	40.8967	0.1	NA12329	02PE20490
90	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20491	1.0	good	no_comments_made	1	13	650363	337	193088	45547	205400	205991	1	0.31303	6.43348	0.1	NA12329	02PE20491
91	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20492	0.0	under_BrdU	incomple_BrdU	0	15	750677	364	213911	48843	243364	244195	1	0.31303	7.63361	0.1	NA12329	02PE20492
92	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20493	1.0	good	no_comments_made	1	15	705384	365	188287	50633	232664	233435	1	0.31303	7.28235	0.1	NA12329	02PE20493
93	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20494	1.0	good	no_comments_made	1	13	648360	417	173545	46192	213651	214555	1	0.31303	6.69092	0.1	NA12329	02PE20494
94	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20495	0.0	wgs	wgs	0	91	4952420	2861	2054445	257957	1315733	1321424	1	0.31303	41.3401	0.1	NA12329	02PE20495
95	HVWVWAFXY_GM12329Ax02_19s004318-1-1	GM12329x02PE20496	0.0	wgs	wgs	0	23	920997	427	155739	54131	354837	355863	1	0.31303	11.1207	0.1	NA12329	02PE20496
96	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20301	1.0	good	no_comments_made	1	22	1288539	694	529271	92717	331335	334522	1	0.04306	1.02447	0.1	NA18534	02PE20301
97	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20302	0.5	OK	some_bg	1	6	253209	108	33383	20868	99072	99778	1	0.04306	0.30544	0.1	NA18534	02PE20302
98	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20303	0.0	over_BrdU	2x_BrdU	0	30	1704925	594	719122	112762	434874	437573	1	0.04306	1.34338	0.1	NA18534	02PE20303
99	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20304	1.0	good	no_comments_made	1	26	1582492	835	672427	112951	397025	399254	1	0.04306	1.22252	0.1	NA18534	02PE20304
100	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20305	0.0	low_cov	empty	0	0	7331	8	889	641	2891	2902	0	0.0	0.0	0.0	NA18534	02PE20305
101	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20306	1.0	good	no_comments_made	1	35	2064651	1055	885035	137594	518893	522074	1	0.04306	1.59953	0.1	NA18534	02PE20306
102	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20307	0.0	low_cov	low_cov	0	0	27735	17	412	2328	12313	12665	0	0.0	0.0	0.0	NA18534	02PE20307
103	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20308	1.0	good	no_comments_made	1	26	1502700	827	603913	108608	393568	395784	1	0.04306	1.21146	0.1	NA18534	02PE20308
104	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20309	1.0	good	no_comments_made	1	33	2056896	934	935496	135309	491116	494041	1	0.04306	1.51458	0.1	NA18534	02PE20309
105	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20310	0.0	under_BrdU	incompl_BrdU	0	8	359465	174	62514	27318	134336	135123	1	0.04306	0.41385	0.1	NA18534	02PE20310
106	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20311	1.0	good	no_comments_made	1	32	1929226	986	851959	135956	468823	471502	1	0.04306	1.44391	0.1	NA18534	02PE20311
107	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20312	1.0	good	no_comments_made	1	28	1653357	867	714677	114355	410479	412979	1	0.04306	1.26448	0.1	NA18534	02PE20312
108	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20313	0.0	over_BrdU	2x_BrdU	0	18	1090523	432	469881	73309	272704	274197	1	0.04306	0.8407	0.1	NA18534	02PE20313
109	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20314	1.0	good	no_comments_made	1	16	924680	353	400022	57640	232687	233978	1	0.04306	0.7173	0.1	NA18534	02PE20314
110	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20315	0.0	low_Q	low_Q	0	0	34789	15	515	2910	15618	15731	0	0.0	0.0	0.0	NA18534	02PE20315
111	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20316	1.0	good	no_comments_made	1	36	1778103	940	573963	141432	529308	532460	1	0.04306	1.62891	0.1	NA18534	02PE20316
112	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20317	1.0	good	no_comments_made	1	24	1397102	758	572710	99146	361280	363208	1	0.04306	1.11267	0.1	NA18534	02PE20317
113	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20318	0.0	low_cov	low_cov	0	0	31188	15	668	2464	13892	14149	0	0.0	0.0	0.0	NA18534	02PE20318
114	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20319	0.0	over_BrdU	2x_BrdU	0	22	1211808	621	496753	71827	320446	322161	1	0.04306	0.98781	0.1	NA18534	02PE20319
115	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20320	1.0	good	no_comments_made	1	30	1794287	936	763270	128078	449715	452288	1	0.04306	1.38429	0.1	NA18534	02PE20320
116	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20321	1.0	good	no_comments_made	1	12	713949	349	287624	49658	187656	188662	1	0.04306	0.57771	0.1	NA18534	02PE20321
117	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20322	1.0	good	no_comments_made	1	35	2110316	1146	930340	145016	515445	518369	1	0.04306	1.58775	0.1	NA18534	02PE20322
118	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20323	0.0	under_BrdU	incompl_BrdU	0	5	243302	116	34250	19321	94489	95126	1	0.04306	0.29127	0.1	NA18534	02PE20323
119	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20324	1.0	good	no_comments_made	1	31	1776907	897	718658	127379	463721	466252	1	0.04306	1.42788	0.1	NA18534	02PE20324
120	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20325	1.0	good	no_comments_made	1	22	1236240	636	477249	90580	332939	334836	1	0.04306	1.02535	0.1	NA18534	02PE20325
121	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20326	0.0	low_cov	empty	0	0	12834	7	150	1086	5768	5823	0	0.0	0.0	0.0	NA18534	02PE20326
122	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20327	1.0	good	no_comments_made	1	23	1466778	744	654887	102985	353089	355073	1	0.04306	1.08709	0.1	NA18534	02PE20327
123	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20328	0.0	over_BrdU	2x_BrdU	0	20	1073300	512	466887	54217	275071	276613	1	0.04306	0.84881	0.1	NA18534	02PE20328
124	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20329	1.0	good	no_comments_made	1	19	1186050	612	540174	78273	282636	284355	1	0.04306	0.87118	0.1	NA18534	02PE20329
125	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20330	1.0	good	no_comments_made	1	21	1161170	578	459127	79921	309937	311607	1	0.04306	0.95495	0.1	NA18534	02PE20330
126	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20331	1.0	good	no_comments_made	1	10	446063	203	92109	33159	159790	160802	1	0.04306	0.49247	0.1	NA18534	02PE20331
127	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20332	1.0	good	no_comments_made	1	25	1410943	699	555545	103087	374816	376796	1	0.04306	1.15372	0.1	NA18534	02PE20332
128	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20333	1.0	good	no_comments_made	1	27	1623730	775	714049	111944	397390	399572	1	0.04306	1.22394	0.1	NA18534	02PE20333
129	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20334	0.0	low_cov	low_cov	0	5	231169	94	46044	15241	84594	85196	1	0.04306	0.26131	0.1	NA18534	02PE20334
130	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20335	1.0	good	no_comments_made	1	8	534857	283	219811	41029	136447	137287	1	0.04306	0.41998	0.1	NA18534	02PE20335
131	HVVTKAFXY_GM18534Bx02_19s004692-1-1	GM18534Bx02PE20336	1.0	good	no_comments_made	1	18	1063451	444	437009	74278	275176	276544	1	0.04306	0.84727	0.1	NA18534	02PE20336
