#sample: fastq file name.
#cell: cell identifier.
#score: binary score for Strand-seq library quality; 1=high; 0=low.
#comment: annotation of how library performed (as assessed by ADS).
#reads:  Filtered reads used for counting.
sample	cell	score	comments	reads
HVWVWAFXY_GM19036Bx02_19s004318-1-1	GM19036Bx02PE20383	1	incompl_BrdU	442326
HVWVWAFXY_GM19036Bx02_19s004318-1-1	GM19036Bx02PE20384	1	2x_BrdU	567734
HVWVWAFXY_GM19036Bx02_19s004318-1-1	GM19036Bx02PE20386	1	incompl_BrdU	288448
HVWVWAFXY_GM19036Bx02_19s004318-1-1	GM19036Bx02PE20389	1	pass	209211
HVWVWAFXY_GM19036Bx02_19s004318-1-1	GM19036Bx02PE20390	1	pass	269734
HVWVWAFXY_GM19036Bx02_19s004318-1-1	GM19036Bx02PE20391	1	pass	634654
HVWVWAFXY_GM19036Bx02_19s004318-1-1	GM19036Bx02PE20392	0	2x_BrdU	507182
HVWVWAFXY_GM19036Bx02_19s004318-1-1	GM19036Bx02PE20393	0	low_Q	58310
HVWVWAFXY_GM19036Bx02_19s004318-1-1	GM19036Bx02PE20394	1	pass	670344
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20501	1	pass	444154
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20504	1	pass	333437
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20505	0	2x_BrdU	394174
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20506	1	pass	563136
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20507	1	pass	571613
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20510	1	pass	860952
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20511	1	pass	372432
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20512	1	pass	378553
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20513	0	low_Q	202927
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20514	0	2x_BrdU	316289
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20515	0	2x_BrdU	413473
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20517	1	just_OK	91121
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20519	1	bg	158602
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20520	1	pass	530019
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20521	0	2x_BrdU	438687
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20522	0	2x_BrdU	283533
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20524	1	pass	445788
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20525	0	2x_BrdU	288092
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20526	1	pass	444095
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20527	0	low_Q	126501
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20528	1	pass	330224
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20529	1	pass	407873
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20530	1	pass	331268
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20531	1	2x_BrdU	385091
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20532	0	low_Q	227176
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20534	1	pass	496724
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20536	1	pass	301838
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20537	1	pass	389447
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20538	1	pass	603199
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20539	1	pass	354168
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20540	0	2x_BrdU	369874
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20541	1	2x_BrdU	425108
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20542	0	low_Q	86803
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20543	1	pass	607306
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20544	1	pass	456072
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20545	1	pass	416301
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20546	0	low_cov	23058
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20547	1	pass	298095
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20548	1	pass	386726
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20549	1	pass	603984
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20550	1	just_OK	257042
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20551	1	pass	576731
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20552	1	pass	365281
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20553	1	pass	435537
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20554	0	low_cov	19429
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20555	0	low_Q	58548
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20556	0	2x_BrdU	411584
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20557	1	pass	422451
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20558	1	pass	157762
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20559	0	low_Q	100582
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20560	1	pass	571958
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20561	1	pass	491554
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20562	1	pass	539054
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20563	1	pass	363079
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20565	0	low_Q	184820
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20566	0	2x_BrdU	617885
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20568	1	pass	528706
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20569	1	pass	356142
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20571	1	pass	287480
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20572	1	pass	437942
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20573	1	pass	405189
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20574	1	just_OK	176438
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20575	1	pass	267038
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20576	1	pass	667885
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20577	0	2x_BrdU	211215
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20579	0	2x_BrdU	392858
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20580	1	pass	302256
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20582	1	pass	435505
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20583	0	2x_BrdU	213784
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20584	1	pass	628283
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20586	0	low_Q	200020
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20588	1	pass	235167
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20589	0	2x_BrdU	384782
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20590	1	unstable	485796
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20591	1	pass	235683
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20592	1	pass	616452
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20593	1	2x_BrdU	377173
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20595	1	pass	342627
HVVTKAFXY_GM19650Ax02_19s004692-1-1	GM19650Ax02PE20596	1	pass	369783
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20402	0	2x_BrdU	181548
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20403	0	2x_BrdU	406163
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20404	0	2x_BrdU	156954
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20405	0	2x_BrdU	527112
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20406	1	pass	367673
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20407	1	pass	106627
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20409	0	2x_BrdU	259397
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20410	1	pass	249481
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20412	1	low_cov	144949
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20413	1	pass	234333
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20414	1	pass	423261
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20415	0	low_Q	127532
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20417	0	low_Q	35093
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20418	0	2x_BrdU	471524
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20419	1	bg	306536
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20420	0	low_Q	82577
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20421	1	pass	359322
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20423	1	pass	101590
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20425	1	pass	303659
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20428	1	pass	570449
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20429	1	pass	454385
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20430	1	2x_BrdU	330655
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20431	1	pass	561632
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20434	1	pass	392629
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20435	1	pass	446317
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20436	1	pass	327764
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20437	0	2x_BrdU	503790
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20438	1	2x_BrdU	257837
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20441	1	pass	327185
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20442	0	2x_BrdU	370642
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20443	1	pass	324142
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20444	1	pass	380162
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20445	0	2x_BrdU	500979
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20447	1	pass	530728
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20448	0	2x_BrdU	708486
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20449	1	pass	410341
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20451	1	pass	450084
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20452	1	just_OK	125635
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20453	1	pass	410097
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20454	1	pass	405686
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20455	0	2x_BrdU	399837
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20456	1	pass	938962
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20458	1	pass	637901
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20459	1	pass	465510
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20461	1	pass	321029
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20462	0	2x_BrdU	462414
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20463	1	pass	396149
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20464	1	pass	89694
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20465	0	low_Q	21847
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20466	1	pass	430615
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20467	1	pass	403935
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20468	0	low_cov	40551
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20469	0	just_OK	118339
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20470	1	pass	335710
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20473	0	low_cov	35272
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20474	1	pass	429715
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20475	1	pass	377351
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20476	0	2x_BrdU	183426
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20477	1	pass	285977
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20479	1	pass	317182
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20481	0	2x_BrdU	190880
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20482	1	pass	225474
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20484	1	pass	173432
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20485	0	2x_BrdU	375575
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20486	0	2x_BrdU	426828
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20487	1	bg	688139
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20489	0	low_cov	23984
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20490	1	pass	203569
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20492	1	pass	176726
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20493	1	pass	637961
HVVFTAFXY_GM19983x02_19s004449-1-1	GM19983x02PE20494	1	pass	420315
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20401	1	pass	677561
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20402	1	bg	362648
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20403	1	pass	278023
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20404	1	pass	347173
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20405	1	pass	198008
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20406	1	pass	515119
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20407	1	pass	497731
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20408	1	pass	647326
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20411	1	pass	401494
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20412	0	2x_BrdU	491003
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20413	1	pass	238715
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20414	0	low_cov	9876
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20415	0	low_cov	34584
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20416	0	2x_BrdU	401661
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20418	1	pass	428192
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20419	1	pass	447429
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20420	0	2x_BrdU	456217
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20421	0	low_cov	34411
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20422	1	pass	243078
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20423	1	pass	337750
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20424	0	low_Q	152003
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20425	1	just_OK	115301
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20426	1	pass	492431
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20427	0	low_Q	142950
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20429	0	low_Q	77118
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20430	0	2x_BrdU	316769
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20432	1	pass	627690
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20434	1	pass	248602
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20435	0	low_cov	9604
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20436	1	pass	419706
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20437	1	pass	394829
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20438	1	just_OK	251825
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20439	1	pass	314154
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20440	1	pass	248991
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20442	1	pass	334257
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20443	1	pass	278268
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20446	1	just_OK	184190
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20447	1	pass	306367
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20448	0	low_Q	141177
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20449	1	pass	356172
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20450	0	2x_BrdU	331237
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20452	1	pass	532554
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20453	0	2x_BrdU	488521
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20454	1	pass	226088
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20455	1	just_OK	72379
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20456	1	just_OK	133738
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20457	1	pass	623881
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20458	1	pass	162497
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20459	1	pass	426134
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20460	1	2x_BrdU	233619
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20461	1	pass	251825
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20462	1	pass	363188
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20463	0	low_cov	37178
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20465	0	low_cov	41384
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20467	1	pass	451392
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20468	1	pass	392054
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20469	1	pass	413179
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20470	1	pass	277212
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20471	1	just_OK	76690
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20472	1	pass	681745
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20473	0	low_cov	90784
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20474	0	low_Q	60453
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20475	1	pass	322111
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20476	1	pass	218580
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20479	1	unstable	190228
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20480	1	pass	663133
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20481	0	2x_BrdU	510521
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20482	0	2x_BrdU	250534
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20483	1	pass	454164
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20484	1	pass	256483
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20485	1	pass	201725
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20486	1	pass	539921
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20487	1	pass	163745
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20489	1	pass	272903
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20490	1	just_OK	141264
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20491	1	pass	166387
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20492	1	pass	448264
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20495	1	low_cov	70393
HWWWFAFXY_GM20847Bx02_19s004907-1-1	GM20847Bx02PE20496	0	low_cov	39408
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20301	1	pass	393309
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20302	1	pass	248886
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20303	0	2x_BrdU	459507
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20304	0	low_Q	106880
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20305	1	pass	331040
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20306	1	pass	331552
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20307	1	just_OK	157331
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20308	1	low_Q	363648
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20309	1	pass	341147
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20310	1	pass	337341
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20311	1	pass	251715
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20313	1	pass	230029
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20314	1	pass	432854
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20315	0	just_OK	151859
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20317	1	pass	294626
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20318	1	pass	452674
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20319	1	pass	359132
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20320	1	pass	280456
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20321	1	pass	280122
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20322	1	pass	484806
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20324	1	pass	193012
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20326	1	pass	354502
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20327	1	pass	353497
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20329	0	low_Q	81566
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20330	1	pass	231404
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20331	1	pass	294914
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20333	1	unstable	243755
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20334	1	pass	455192
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20336	1	pass	441155
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20339	1	pass	487968
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20340	0	2x_BrdU	333912
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20341	0	2x_BrdU	358410
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20342	1	pass	276517
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20343	1	pass	302245
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20344	1	pass	555844
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20345	1	pass	334298
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20346	1	pass	518602
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20347	1	pass	388686
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20348	1	pass	580743
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20349	1	pass	388914
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20350	1	pass	322673
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20351	0	low_Q	145800
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20352	1	pass	442409
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20353	1	pass	379773
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20354	0	2x_BrdU	230962
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20355	0	low_Q	179417
HWWWFAFXY_HG00096x02_19s004907-1-1	HG00096x02PE20357	1	pass	426563
